0.6144337024,0.07784589102,0.4859812542,6.358767039,0.02833018949,0.1996189592,559.5129235,
0.768861441,0.303616567,0.1219480711,9.841435218,0.1636334139,0.07911550437,310.7680216,
0.7895056216,0.348951335,0.1044589623,7.674034354,0.1515934948,0.06976213869,360.1256057,
0.4097284695,0.1061047457,0.1157375331,3.459497923,0.1091229155,0.1008761568,417.4992209,
0.52663561,0.2896445296,0.100622882,9.439895157,0.09252779216,0.1419343397,405.9897737,
0.6060376948,0.3429513095,0.1112306932,9.076078598,0.1904239663,0.1313741256,301.7835398,
0.7608051534,0.2575648926,0.111405267,8.585744716,0.2473801161,0.04911283861,276.5785025,
0.5477647358,0.09748855838,0.1084098552,3.830390326,0.2672233348,0.02392455878,278.9287683,
0.6552382241,0.3485493687,0.1416020787,8.847919971,0.1196846362,0.09718076824,369.0874609,
0.662203798,0.03576354467,0.1134717955,9.770954862,0.2329706435,0.1764743054,239.8150666,
0.4446695986,0.04778394872,0.1060513742,0.4936126523,0.1319506056,0.1988616204,327.7105866,
0.3107210735,0.05123154116,0.3295836007,0.1332188451,0.07045476291,0.1913343963,440.2436339,
0.5711571605,0.3224148091,0.1255698723,9.499509309,0.04289686494,0.07734975672,515.547187,
0.4393396888,0.09558845175,0.1167809064,0.1457771479,0.1139340396,0.1875982367,372.1653567,
0.312709855,0.010084075,0.1282191701,6.354346945,0.07599765467,0.1995715973,421.0387893,
0.3104662359,0.01533255446,0.1007617024,0.1006754322,0.03412413116,0.1785540169,505.692669,
0.3887087154,0.02357783436,0.1103739679,0.8742378407,0.09250674388,0.09043569296,399.9477291,
0.4319810794,0.01841009646,9.125560048,5.438771706,0.07343106518,0.198328862,445.0601518,
0.4079931138,0.04845923376,0.1178287362,0.176121522,0.2006537374,0.08671840338,262.6574015,
0.7797094645,0.3412821192,0.1308991736,9.993624991,0.1335176971,0.08614279003,321.0583248,
0.7526722368,0.3461657096,0.1329926449,7.285900217,0.1078878275,0.0133202091,331.5042427,
0.322061704,0.0247439962,0.1069514685,0.1248027055,0.1655855458,0.0689833832,233.3997471,
0.4462393508,0.2466590431,0.779178514,6.856203058,0.1212637117,0.0911607937,300.3657425,
0.371982318,0.2282675697,2.823635203,5.559277839,0.0655645052,0.1999665794,374.3008889,
0.3816291824,0.1112736543,0.109168202,6.159796244,0.0499135137,0.1280510244,403.7467522,
0.7884739373,0.3408916012,0.1100127035,8.002944693,0.0523175784,0.100676517,387.8525791,
0.3218566924,0.0170219882,0.1117291431,1.000457817,0.1787634915,0.0140519336,346.6181309,
0.3009236136,0.0299713282,9.905310892,6.714188565,0.0614176134,0.034508132,400.1822178,
0.3243836411,0.098610441,9.995200056,0.1156850075,0.1264449019,0.1999849034,272.2257166,
0.537777109,0.2969092805,0.1163095582,2.262599155,0.0881315784,0.1955284457,301.5891749,
0.5920118753,0.3383384476,0.1108252828,9.999963097,0.148136758,0.1771331753,222.1249038,
0.3015827668,0.3427047916,9.146813517,9.922908803,0.0100521096,0.0100934219,538.3989451,
0.755448605,0.3147721441,0.1703609879,8.75969817,0.0814463057,0.0339045283,395.2287876,
0.7766974496,0.3467318116,9.99726649,9.987646056,0.0598321541,0.1999261296,390.9763155,
0.6059906195,0.1862020068,0.4326830782,6.133691191,0.0100683579,0.0104059028,432.1984592,
0.3021782135,0.0108699319,0.1349018396,1.309548432,0.0454987828,0.1999326629,402.2205118,
0.531645526,0.0955629986,0.1113747882,3.53623561,0.0925534921,0.0213337458,333.8674807,
0.6373075297,0.3424390044,0.1090185075,7.637068297,0.2216638667,0.0920960435,248.6269347,
0.5908304551,0.0140039139,0.1111069074,6.30221957,0.1725486468,0.1412359474,226.6832018,
0.3622920116,0.0568313452,1.003233878,0.1945665113,0.0659834112,0.0100798346,413.6477267,
0.3000629986,0.0104252739,0.1094987791,0.7351907289,0.2498278505,0.1661041765,144.2186966,
0.3945304336,0.0277565956,0.2900478346,1.509529692,0.0575334399,0.0774692107,391.4178334,
0.4158711062,0.062270172,0.1313096008,2.027751154,0.0460435944,0.1468777173,406.2890879,
0.7861259204,0.0958557399,0.1092390617,9.074241121,0.155450317,0.1174167482,230.5824693,
0.3034260285,0.331935858,0.5138549401,7.642088105,0.0460493479,0.1990295252,407.9272542,
0.7126411304,0.3442170655,4.342647618,9.410403928,0.1350173273,0.1999655006,333.4536036,
0.3022955149,0.1154720611,9.737553119,2.706059325,0.0912400563,0.1591700315,314.2612856,
0.4030886802,0.0324761912,0.1103562091,4.048887119,0.0217336768,0.0830464849,428.453188,
0.7889371703,0.0827130621,0.1660606199,8.764681149,0.0941454614,0.1990976906,307.4511051,
0.635781452,0.3375056273,0.1138926403,9.69159748,0.184214611,0.0958249588,226.3034838,
0.6272481453,0.3187399693,0.11205571,8.719898744,0.1156591904,0.1247202586,280.4818174,
0.6902211879,0.1308222831,0.1114134547,9.197222202,0.1374388108,0.0577147152,261.6460877,
0.7616330083,0.0334418754,0.2736684422,9.813905041,0.0322568495,0.0100455746,431.9797779,
0.3158459381,0.0577950483,0.1120273143,0.1124439046,0.3708565481,0.1037090651,125.6203334,
0.3296139964,0.264605502,0.1835537589,2.144172863,0.0629249892,0.1743701356,383.0201587,
0.4856108661,0.0133137061,0.1519402757,0.1019121413,0.3080799556,0.090111797,120.0573892,
0.3589303101,0.3298490803,0.1041791396,9.616879486,0.1095301697,0.1121009646,298.0246201,
0.4146932431,0.3333103707,0.1652182658,9.657265519,0.0857952609,0.199955107,329.8373094,
0.5064600186,0.1186488859,0.1165184139,2.924663406,0.0825909553,0.1791231139,328.24714,
